reviewer_id,reviewer_name,reviewer_vote,reviewer_is_core,num_prior_votes,pct_prior_pos_votes,pct_prior_neg_votes,pct_prior_pos_votes_core,pct_prior_neg_votes_core,hash,change_id
679,Kevin L. Mitchell,1,False,1,0.0,1.0,0.0,0.0,c827316cd3be96c5bf70b4fbba78e46f038b8a7d,Ia94c759644c9394d72cc07999a1eb8eedda5ea3a
7,Jay Pipes,2,False,1,1.0,0.0,0.0,0.0,c827316cd3be96c5bf70b4fbba78e46f038b8a7d,Ia94c759644c9394d72cc07999a1eb8eedda5ea3a
7,Jay Pipes,2,False,3,0.3333333333333333,0.6666666666666666,0.0,0.0,391dd0e21122b3711b1fdd0391f8c82c99cbdccc,I72ba1c6499065441dc73e5ec2fa873d76c7f60d1
177,Alex Meade,-1,False,1,0.0,1.0,0.0,0.0,391dd0e21122b3711b1fdd0391f8c82c99cbdccc,I72ba1c6499065441dc73e5ec2fa873d76c7f60d1
679,Kevin L. Mitchell,1,False,3,0.0,1.0,0.0,0.0,391dd0e21122b3711b1fdd0391f8c82c99cbdccc,I72ba1c6499065441dc73e5ec2fa873d76c7f60d1
1132,Brian Waldon,-1,False,3,0.3333333333333333,0.6666666666666666,0.0,0.0,391dd0e21122b3711b1fdd0391f8c82c99cbdccc,I72ba1c6499065441dc73e5ec2fa873d76c7f60d1
1132,Brian Waldon,1,False,0,0.0,0.0,0.0,0.0,1e611fa1ae4f4185c50c114a5b41f5581b9358b6,I5dbcd626ecdbd8dfcb1b1dca80813e07c190b9db
706,Brian Lamar,2,False,1,1.0,0.0,0.0,0.0,1e611fa1ae4f4185c50c114a5b41f5581b9358b6,I5dbcd626ecdbd8dfcb1b1dca80813e07c190b9db
616,Mark Washenberger,1,False,0,0.0,0.0,0.0,0.0,1571cd8f83cb80f2c89bd226883d7f802119bfb2,I057312becad59b3dd7a71f94d25ebd032e1a7b52
1132,Brian Waldon,2,False,1,1.0,0.0,0.0,0.0,1571cd8f83cb80f2c89bd226883d7f802119bfb2,I057312becad59b3dd7a71f94d25ebd032e1a7b52
679,Kevin L. Mitchell,2,False,0,0.0,0.0,0.0,0.0,00ac2c725097567ab090079db799e70a6f549794,I18f5bf43f390c8a69f49e5f038acb9dcd80ca502
360,Dan Prince,2,False,1,1.0,0.0,0.0,0.0,00ac2c725097567ab090079db799e70a6f549794,I18f5bf43f390c8a69f49e5f038acb9dcd80ca502
679,Kevin L. Mitchell,2,False,0,0.0,0.0,0.0,0.0,fa1b0b1f784f1b68c8fc598965155b7f083b61dc,Ia014e4c00060abc2345289a54e45bbfdc6b7e8e5
7,Jay Pipes,2,False,1,1.0,0.0,0.0,0.0,fa1b0b1f784f1b68c8fc598965155b7f083b61dc,Ia014e4c00060abc2345289a54e45bbfdc6b7e8e5
7,Jay Pipes,2,False,1,1.0,0.0,0.0,0.0,4d7f2afb1d756a1cf608acc09356d6ac906b6cf8,I9c28ee11aa7bbe1b221a72e0ee8cc51d788f73c9
679,Kevin L. Mitchell,2,False,1,1.0,0.0,0.0,0.0,4d7f2afb1d756a1cf608acc09356d6ac906b6cf8,I9c28ee11aa7bbe1b221a72e0ee8cc51d788f73c9
7,Jay Pipes,2,False,0,0.0,0.0,0.0,0.0,7d61fefd26d396d5f4035484c9135f5c80623ff9,Ia9e7e6b7a14a6169b844ab40eb6adafeaf6d5542
7,Jay Pipes,2,False,0,0.0,0.0,0.0,0.0,b1327095b395d83f0ba688e6e2886b18e4220ce0,I0ce36bea05ba4c08818f61805bf052392976cd43
